Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-11 04:00:00,329.990332271847,330.2383856316364,326.3687592749121,328.6806335449219,13587900,0.0,0.0
2021-06-14 04:00:00,329.3156906835293,334.1973949616918,327.2419678748656,334.14776611328125,12250800,0.0,0.0
2021-06-15 04:00:00,334.3660512618339,337.27326012162166,332.42132108487635,334.1279296875,15795200,0.0,0.0
2021-06-16 04:00:00,334.07831019373776,334.92166747666334,326.16043526357373,328.5020446777344,17232200,0.0,0.0
2021-06-17 04:00:00,327.9166858746589,335.348386848026,327.5793368606947,333.88983154296875,17794100,0.0,0.0
2021-06-18 04:00:00,331.92521504508204,333.5325962354284,326.43827503756376,327.0931396484375,23039500,0.0,0.0
2021-06-21 04:00:00,328.51196839114846,330.3277360767431,325.09875148397424,329.70263671875,11337500,0.0,0.0
2021-06-22 04:00:00,330.09953680226704,337.2732518527593,330.0102412140811,336.3901672363281,15345300,0.0,0.0
2021-06-23 04:00:00,336.70774446499763,340.7460617228311,335.56670470053785,337.9380798339844,14817800,0.0,0.0
2021-06-24 04:00:00,339.18827310161333,342.2145128968667,339.1287426996055,340.5079040527344,12329100,0.0,0.0
2021-06-25 04:00:00,339.92247698416224,341.44056268544,337.035131575858,338.71197509765625,14594400,0.0,0.0
2021-06-28 04:00:00,339.7934517054594,355.35138354168714,339.1088219177448,352.870849609375,29156100,0.0,0.0
2021-06-29 04:00:00,353.49592502331853,353.9622666221002,346.33214168796724,349.1500549316406,21417300,0.0,0.0
2021-06-30 04:00:00,349.4278886007124,350.17204882576885,344.466820433669,345.0025939941406,15107500,0.0,0.0
2021-07-01 04:00:00,344.1195505239757,351.9084338493456,343.80203488402134,351.630615234375,17137000,0.0,0.0
2021-07-02 04:00:00,352.3350507654891,353.66461333834536,349.8743501691839,351.93817138671875,11521300,0.0,0.0
2021-07-06 04:00:00,353.72420904342124,355.9963870553572,346.46119697904163,350.0331726074219,13488500,0.0,0.0
2021-07-07 04:00:00,352.493865278199,353.7142688072436,347.27481128191766,347.760986328125,14218900,0.0,0.0
2021-07-08 04:00:00,343.03807325659113,345.6178048019369,339.89274232235954,342.95867919921875,14406500,0.0,0.0
2021-07-09 04:00:00,342.631232536322,347.979248483668,342.58160368473915,347.6915283203125,13018700,0.0,0.0
2021-07-12 04:00:00,348.4951912820845,351.43213503992,346.91757530230257,350.41015625,10018600,0.0,0.0
2021-07-13 04:00:00,348.76304737206374,355.6986100896785,346.0840587937821,349.34844970703125,11456000,0.0,0.0
2021-07-14 04:00:00,351.7992818634606,352.43431315647945,344.0302620301716,344.9232482910156,13894200,0.0,0.0
2021-07-15 04:00:00,346.5108023254573,346.5108023254573,337.57094717375,341.7779235839844,14781600,0.0,0.0
2021-07-16 04:00:00,342.2243712834592,343.29594856960324,337.4915236597293,338.5035705566406,11026100,0.0,0.0
2021-07-19 04:00:00,334.9416142343097,337.14433004534527,331.9352076808657,334.3264465332031,14372300,0.0,0.0
2021-07-20 04:00:00,336.1619785065814,340.7757962853777,331.89547184743174,338.9997253417969,11024300,0.0,0.0
2021-07-21 04:00:00,338.84099772019425,343.8218998752074,338.59294428116044,343.5341796875,9279700,0.0,0.0
2021-07-22 04:00:00,343.9806122329509,348.8027861958201,342.5220569930656,348.4555053710937,12385400,0.0,0.0
2021-07-23 04:00:00,358.09981344980844,372.40751658266703,354.40877765238,366.9106750488281,33694300,0.0,0.0
2021-07-26 04:00:00,366.7022651435408,371.52443867186565,365.3528692695776,369.5598449707031,14925200,0.0,0.0
2021-07-27 04:00:00,369.0141571846141,370.2444923376066,361.7114494701859,364.9460754394531,15705400,0.0,0.0
2021-07-28 04:00:00,371.6435368808808,374.6102459613628,364.07294199741824,370.3735046386719,29676900,0.0,0.0
2021-07-29 04:00:00,358.1891240675114,362.6739188198712,353.9622842712004,355.5299987792969,33413200,0.0,0.0
2021-07-30 04:00:00,351.2436166183508,357.92122508930873,350.19187261810475,353.52569580078125,15976200,0.0,0.0
2021-08-02 04:00:00,355.3117024170683,356.6015680075973,348.00899444804065,349.2095947265625,13180400,0.0,0.0
2021-08-03 04:00:00,349.98357658934486,351.0154571162281,344.9927425004173,348.5051574707031,12406100,0.0,0.0
2021-08-04 04:00:00,349.6759469844377,357.67318656110393,348.7730289315938,356.1253356933594,14180600,0.0,0.0
2021-08-05 04:00:00,356.8397103759352,361.066519682921,354.121024546421,360.1437683105469,10247200,0.0,0.0
2021-08-06 04:00:00,358.5860397270061,362.30684125353145,358.5860397270061,360.67962646484375,8925000,0.0,0.0
2021-08-09 04:00:00,360.9276561842637,362.9319169074044,357.94108333229246,358.7943725585937,7798900,0.0,0.0
2021-08-10 04:00:00,359.01264661164123,361.2649909446652,356.2443923686089,358.318115234375,7469900,0.0,0.0
2021-08-11 04:00:00,359.28051696685594,359.5384718883265,355.02391254312903,357.1571655273437,8400300,0.0,0.0
2021-08-12 04:00:00,355.65901455364246,360.1735747979415,354.3294215430104,359.8262939453125,7170700,0.0,0.0
2021-08-13 04:00:00,360.14375544814027,361.8205987793182,358.66536694004265,360.3521118164063,7195700,0.0,0.0
2021-08-16 04:00:00,359.6972591712923,364.0927883807354,354.597297072418,363.705810546875,11222100,0.0,0.0
2021-08-17 04:00:00,360.1536923226501,361.8305356773374,352.3052793550785,355.6589660644531,12328700,0.0,0.0
2021-08-18 04:00:00,353.4761013114874,357.05797793706466,352.384660276008,352.6823425292969,10042400,0.0,0.0
2021-08-19 04:00:00,348.6142243498319,354.7857936207644,348.2669435637918,352.3548583984375,12004500,0.0,0.0
2021-08-20 04:00:00,351.8389597404687,357.1869754679856,350.55899567761094,356.5718078613281,8697700,0.0,0.0
2021-08-23 04:00:00,356.64125422848525,362.8425891488838,356.3039052424102,360.5208129882813,10942000,0.0,0.0
2021-08-24 04:00:00,360.8284002547276,365.0949066090898,359.02256424131787,362.66400146484375,9235100,0.0,0.0
2021-08-25 04:00:00,362.75335212907527,367.97237585036623,362.5548972675981,365.5216369628906,9684500,0.0,0.0
2021-08-26 04:00:00,365.51167077890847,366.5634148299636,361.2947627485594,361.5428161621094,7888700,0.0,0.0
2021-08-27 04:00:00,362.2571791977708,370.8298886670531,361.2451019807343,369.7285461425781,11219100,0.0,0.0
2021-08-30 04:00:00,369.6590785756934,378.5195383294216,367.6349544508704,377.6960144042969,13547300,0.0,0.0
2021-08-31 04:00:00,376.9916250107728,379.7797432154205,375.85055497858326,376.4260559082031,12345400,0.0,0.0
2021-09-01 04:00:00,376.6343280038652,381.3374104188179,375.8604026662153,379.0751647949219,11567200,0.0,0.0
2021-09-02 04:00:00,378.5295108429375,378.7775642576445,371.1474387988594,372.3579406738281,14832900,0.0,0.0
