Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-11 00:00:00-04:00,123.33535493510138,124.22238272093318,122.91621132668672,124.13465118408205,53522400,0.0,0.0
2021-06-14 00:00:00-04:00,124.59280194157655,127.24412116871932,123.86173793219396,127.18563842773438,96906500,0.0,0.0
2021-06-15 00:00:00-04:00,126.65928038857136,127.30262029411196,126.1231638006209,126.36685180664062,62746300,0.0,0.0
2021-06-16 00:00:00-04:00,127.07839924257492,127.58527439037437,125.2166344350542,126.86395263671876,91815000,0.0,0.0
2021-06-17 00:00:00-04:00,126.52276295506476,129.20332990380118,126.37654128828882,128.46250915527344,96721700,0.0,0.0
2021-06-18 00:00:00-04:00,127.40982566701064,128.18961527761795,126.95169109033546,127.1661376953125,108953300,0.0,0.0
2021-06-21 00:00:00-04:00,127.01013729010695,129.06686377457612,125.94766160876556,128.9596405029297,79663300,0.0,0.0
2021-06-22 00:00:00-04:00,128.7939773736595,130.69474066397615,128.29684436989922,130.59725952148438,74783600,0.0,0.0
2021-06-23 00:00:00-04:00,130.39259586711862,130.92871251033458,129.86622139067492,130.32435607910156,60214200,0.0,0.0
2021-06-24 00:00:00-04:00,131.0554073186903,131.240612583958,129.57378007008424,130.0416717529297,68711000,0.0,0.0
2021-06-25 00:00:00-04:00,130.09037560621056,130.50951172104854,129.45677804212312,129.74920654296875,70783700,0.0,0.0
2021-06-28 00:00:00-04:00,130.04165459260284,131.835194519561,129.98317185834844,131.37705993652344,62111300,0.0,0.0
2021-06-29 00:00:00-04:00,131.39653993588485,133.043872786454,130.95790461954863,132.88790893554688,64556100,0.0,0.0
2021-06-30 00:00:00-04:00,132.73196707347742,133.9406648079474,132.43953852296474,133.5020294189453,63261400,0.0,0.0
2021-07-01 00:00:00-04:00,133.15110203776288,133.86266668828733,132.33229922059724,133.80418395996094,52485800,0.0,0.0
2021-07-02 00:00:00-04:00,134.41828334809892,136.46526832234767,134.27207651002422,136.42628479003906,78852600,0.0,0.0
2021-07-06 00:00:00-04:00,136.53350195950557,139.53572463895688,136.53350195950557,138.43426513671875,108181800,0.0,0.0
2021-07-07 00:00:00-04:00,139.91588320227137,141.23180423568894,139.0581116318865,140.91989135742188,104911600,0.0,0.0
2021-07-08 00:00:00-04:00,138.00539740279086,140.422778328839,137.11836946520646,139.6234893798828,105575500,0.0,0.0
2021-07-09 00:00:00-04:00,139.1458282969305,141.97260274724476,139.04834716131978,141.4462432861328,99890800,0.0,0.0
2021-07-12 00:00:00-04:00,142.51850183873523,142.62572515772004,140.36429329314447,140.85166931152344,76299700,0.0,0.0
2021-07-13 00:00:00-04:00,140.39347883974256,143.73688473062327,140.0035841294874,141.96282958984375,100827100,0.0,0.0
2021-07-14 00:00:00-04:00,144.36073887875023,145.7936251287686,143.95133005857537,145.38421630859375,127050800,0.0,0.0
2021-07-15 00:00:00-04:00,145.47199168239987,146.21279783696795,143.3762659892824,144.73117065429688,106820300,0.0,0.0
2021-07-16 00:00:00-04:00,144.7116519617399,145.9788173432772,142.19679065127386,142.69390869140625,93251400,0.0,0.0
2021-07-19 00:00:00-04:00,140.12060468938105,140.43253247911716,138.09311867670348,138.85342407226562,121434600,0.0,0.0
2021-07-20 00:00:00-04:00,139.83792120496685,143.38601770583355,139.35054523026795,142.45999145507812,96350000,0.0,0.0
2021-07-21 00:00:00-04:00,141.85565012536404,142.4405072449087,140.97837931958148,141.7289276123047,74993500,0.0,0.0
2021-07-22 00:00:00-04:00,142.2553100922622,144.4582442706814,142.12858757198936,143.09359741210938,77338200,0.0,0.0
2021-07-23 00:00:00-04:00,143.8246641352954,144.96512221870486,143.21056560056124,144.8091583251953,71447400,0.0,0.0
2021-07-26 00:00:00-04:00,144.5264945756414,146.04710543551434,143.9708787526298,145.2283172607422,72434100,0.0,0.0
2021-07-27 00:00:00-04:00,145.35501995009983,145.44275893789174,141.87516288945258,143.06436157226562,104818600,0.0,0.0
2021-07-28 00:00:00-04:00,141.15381301329907,143.25928057886588,138.94112214929507,141.31951904296875,118931200,0.0,0.0
2021-07-29 00:00:00-04:00,141.0368184978404,142.8498571602335,140.92959522149076,141.96282958984375,56699500,0.0,0.0
2021-07-30 00:00:00-04:00,140.73469364228038,142.63545700170118,140.47150644681145,142.1773223876953,70440600,0.0,0.0
2021-08-02 00:00:00-04:00,142.6646895204393,143.2397895751834,141.582714310116,141.8459014892578,62880000,0.0,0.0
2021-08-03 00:00:00-04:00,142.12856645538005,144.30225894055675,141.51446802349406,143.63943481445312,64786600,0.0,0.0
2021-08-04 00:00:00-04:00,143.5517196242508,144.058579914417,142.58670986762564,143.2397918701172,56368300,0.0,0.0
2021-08-05 00:00:00-04:00,143.26903344221475,144.107320690727,142.47948676454712,143.34701538085938,46397700,0.0,0.0
2021-08-06 00:00:00-04:00,142.86867690985883,143.61059289976055,142.16580285802874,142.66366577148438,54126800,0.22,0.0
2021-08-09 00:00:00-04:00,142.72225212556916,143.21035833317768,142.05843483321482,142.6148681640625,48908700,0.0,0.0
2021-08-10 00:00:00-04:00,142.95653516321173,144.19632898598317,141.84365370926938,142.1365203857422,69023100,0.0,0.0
